;CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA;DT_INI_EXERC;COLUNA_DF;con_ind;tipo_dem;base
32821;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.03.01;Rendas de Contribuições Retidas;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32823;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.03.02;Variações das Provisões Técnicas;552078.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32825;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.03.03;Outras Receitas de Prev. Complementar;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32827;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.04;Operações de Capitalização;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32829;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.04.01;Receita Líquida com Títs. Capitalização;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32831;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.04.02;Variações das Provisões Técnicas;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32833;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.04.03;Outras Receitas de Capitalização;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32835;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02;Sinistros e Despesas das Operações;-9564136.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32837;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.01;Operações de Seguros;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32839;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.01.01;Sinistros Retidos de Seguros;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32841;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.01.02;Despesas de Comercialização de Seguros;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32843;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.01.03;Outras Despesas de Seguros;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32845;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.02;Operações de Resseguros;-9564136.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32847;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.02.01;Sinistros Retidos de Resseguros;-8277362.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32849;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.02.02;Despesas de Comercialização de Resseguros;-253133.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32851;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.02.03;Outras Despesas de Resseguros;-1033641.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32853;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.03;Operações de Previdência Complementar;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32855;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.03.01;Despesas com Benefícios e Resgates;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32857;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.03.02;Despesas de Comercialização de Prev. Complementar;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32859;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.03.03;Outras Despesas de Prev. Complementar;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32861;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.04;Operações de Capitalização;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32863;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.04.01;Despesas com Resgates e Sorteios;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32865;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.04.02;Despesas de Comercialização de Op. de Capitalização;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32867;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.04.03;Outras Despesas de Op. de Capitalização;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32869;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.03;Resultado Bruto;-1576708.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32871;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04;Despesas Administrativas;-386833.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32873;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.01;Despesas com Pessoal Próprio;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32875;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.01.05;Participações sobre o Resultado;0.0;N;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32877;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.02;Despesas com Serviços de Terceiros;-386833.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32879;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.02.01;Despesas administrativas;-364173.0;N;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32881;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.02.02;Despesas com tributos;-22660.0;N;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32883;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.03;Despesas com Localização e Funcionamento;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32885;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.04;Despesas com Publicidade e Propaganda;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32887;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.05;Despesas com Tributos;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32889;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.06;Despesas com Publicações;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32891;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.07;Despesas com Donativos e Contribuições;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32893;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.08;Outras Despesas Administrativas;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32895;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.05;Outras Receitas e Despesas Operacionais;-4843.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32897;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.06;Resultado de Equivalência Patrimonial;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32899;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.06.01;Receitas de Equivalência Patrimonial;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32901;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.06.01.01;Resultado patrimonial;0.0;N;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32903;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.06.02;Despesas de Equivalência Patrimonial;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32905;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.07;Resultado Antes do Resultado Financeiro e dos Tributos;-1968384.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32907;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.08;Resultado Financeiro;556680.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32909;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.08.01;Receitas Financeiras;1408054.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32911;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.08.02;Despesas Financeiras;-851374.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32913;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.09;Resultado Antes dos Tributos sobre o Lucro;-1411704.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32915;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.10;Imposto de Renda e Contribuição Social sobre o Lucro;729003.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32917;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.10.01;Corrente;68247.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32919;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.10.02;Diferido;660756.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32921;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.11;Resultado Líquido das Operações Continuadas;-682701.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32923;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.12;Resultado Líquido de Operações Descontinuadas;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32925;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.12.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32927;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.12.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32929;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.13;Lucro/Prejuízo do Período;-682701.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32931;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.99;Lucro por Ação - (R$ / Ação);0.0;N;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32933;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.99.01;Lucro Básico por Ação;0.0;N;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32935;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.99.01.01;ON;-0.54;N;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32937;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.99.01.02;PN;0.0;N;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32939;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.99.02;Lucro Diluído por Ação;0.0;N;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32941;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.99.02.01;ON;-0.54;N;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32943;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.99.02.02;PN;0.0;N;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
24665;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.01;Receitas;7313817.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24667;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.01.01;Receitas com Operações de Seguros;7435350.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24669;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.01.02;Receitas Operações Previd. Complementar;0.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24671;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.01.03;Rendas com Taxas Gestão e Outras Taxas;0.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24673;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.01.04;Outras;-125995.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24675;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.01.05;Provisão/Reversão de Créds. Liquidação Duvidosa;4462.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24677;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.02;Variações das Provisões Técnicas;552078.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24679;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.02.01;Operações de Seguros;552078.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24681;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.02.02;Operações de Previdência;0.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24683;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.02.03;Outras;0.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24685;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.03;Receita Operacional Líquida;7865895.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24687;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.04;Benefícios e Sinistros;-8277362.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24689;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.04.01;Sinistros;-8727426.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24691;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.04.02;Var Prov Sinistro Ocorrido (Não Avisado);334870.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24693;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.04.03;Despesas com Benefícios e Resgates;0.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24695;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.04.04;Var. Prov. Evento Ocorrido (Não Avisado);0.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24697;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.04.05;Outros;115194.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24699;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.05;Insumos Adquiridos de Terceiros;-355106.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24701;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.05.01;Materiais, Energia e Outros;-48118.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24703;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.05.02;Serviços Terceiros - Comissões Líquidas;-53855.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24705;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.05.03;Var. Despesas Comercialização Diferidas;-253133.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
24707;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Valor Adicionado;REAL;MIL;ÚLTIMO;2021-12-31;7.05.04;Perda/Recuperação de Valores Ativos;0.0;S;2021-01-01;;DF Consolidado;Demonstração de Valor Adicionado;dfp
